THOOMPUMKAL TRADERS
PUTHENCAVU P O             CHENGANNUR 689123 ALAPPUZHA DIST.
Stock Ledger - Item
Date:,31/12/2024
Show:,All Items
Stock Valuation:,PTS
Item Code:,All Item Code
Item Code,Item Name,Total On Hand Qty,Total SIT Qty,Conversion Unit,Reporting UOM,UOM Description,Total On Hand Value,Total SIT Value,Saleable Stock,Saleable SIT Qty,Saleable Value,Saleable SIT Value,Free OnHand Qty,Free SIT Qty,Damages Qty,Damages Value,Total On Hand Qty_UOM1,Total On Hand Qty_UOM2,Total SIT Qty_UOM1,Total SIT Qty_UOM2,Saleable SIT Qty_UOM1,Saleable SIT Qty_UOM2,Free SIT Qty_UOM1,Free SIT Qty_UOM2
PENPS0210,Engage M3 Perfume Spray 160ml_PENPS0210,3.840000 L,3.840000 L,4.400640 1,3.84,L,0.00,4072.21,3.84,3.84,4072.21,4072.21,0.00,0.00,0.00,0.00,2.000000 CFC,24.000000 PAC,2.000000 CFC,24.000000 PAC,2.00,24.00,0.00,0.00
PENPS0165,Engage M4 Perfume Spray 120ml_PENPS0165,0.360000 L,21.600000 L,0.454320 1,0.36,L,0.00,23572.34,0.36,21.60,392.87,23572.34,0.00,0.00,0.00,0.00,0.250000 CFC,3.000000 PAC,15.000000 CFC,180.000000 PAC,15.00,180.00,0.00,0.00
PENPS0091,Engage M4 Perfume Spray 120ml-NC_PENPS0091,0.000000 L,1.440000 L,0.000000 1,0.00,L,0.00,1835.18,0.00,1.44,0.00,1835.18,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,1.000000 CFC,12.000000 PAC,1.00,12.00,0.00,0.00
PENPS0018,Engage M4 Perfume Spray 120ml-NC_PENPS0018,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PENPS0211,Engage M4 Perfume Spray 160ml_PENPS0211,3.840000 L,3.840000 L,4.400640 1,3.84,L,0.00,4072.21,3.84,3.84,4072.21,4072.21,0.00,0.00,0.00,0.00,2.000000 CFC,24.000000 PAC,2.000000 CFC,24.000000 PAC,2.00,24.00,0.00,0.00
PENPS0276,Engage Vibes PerfumeSet Men 20mlx4_PENPS0276,0.640000 L,0.960000 L,1.893120 1,0.64,L,0.00,3076.78,0.64,0.96,2051.19,3076.78,0.00,0.00,0.00,0.00,0.666667 CFC,8.000000 PAC,1.000000 CFC,12.000000 PAC,1.00,12.00,0.00,0.00
PENPS0277,Engage Vibes PerfumeSet Wmn 20mlx4_PENPS0277,0.640000 L,0.960000 L,1.866880 1,0.64,L,0.00,3076.78,0.64,0.96,2051.19,3076.78,0.00,0.00,0.00,0.00,0.666667 CFC,8.000000 PAC,1.000000 CFC,12.000000 PAC,1.00,12.00,0.00,0.00
PENPS0092,Engage W1 Perfume Spray 120ml-NC_PENPS0092,0.960000 L,20.160000 L,1.221120 1,0.96,L,0.00,20488.32,0.96,20.16,975.63,20488.32,0.00,0.00,0.00,0.00,0.666667 CFC,8.000000 PAC,14.000000 CFC,168.000000 PAC,14.00,168.00,0.00,0.00
PENPS0019,Engage W1 Perfume Spray 120ml-NC_PENPS0019,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PENPS0003,Engage W1 Perfume Spray 120ml_PENPS0003,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PENPS0020,Engage W2 Perfume Spray 120ml-NC_PENPS0020,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PENPS0093,Engage W2 Perfume Spray 120ml-NC_PENPS0093,0.840000 L,24.480000 L,1.068480 1,0.84,L,0.00,26715.32,0.84,24.48,916.70,26715.32,0.00,0.00,0.00,0.00,0.583333 CFC,7.000000 PAC,17.000000 CFC,204.000000 PAC,17.00,204.00,0.00,0.00
PENPS0094,Engage W3 Perfume Spray 120ml-NC_PENPS0094,1.680000 L,20.160000 L,2.147040 1,1.68,L,0.00,20488.32,1.68,20.16,1707.36,20488.32,0.00,0.00,0.00,0.00,1.166667 CFC,14.000000 PAC,14.000000 CFC,168.000000 PAC,14.00,168.00,0.00,0.00
PENPS0021,Engage W3 Perfume Spray 120ml-NC_PENPS0021,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PENPS0022,Engage W4 Perfume Spray 120ml-NC_PENPS0022,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PENPS0095,Engage W4 Perfume Spray 120ml-NC_PENPS0095,0.000000 L,1.440000 L,0.000000 1,0.00,L,0.00,1835.18,0.00,1.44,0.00,1835.18,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,1.000000 CFC,12.000000 PAC,1.00,12.00,0.00,0.00
PENPS0166,Engage W4 Perfume Spray 120ml_PENPS0166,2.640000 L,4.320000 L,2.988480 1,2.64,L,0.00,5627.90,2.64,4.32,3439.27,5627.90,0.00,0.00,0.00,0.00,1.833333 CFC,22.000000 PAC,3.000000 CFC,36.000000 PAC,3.00,36.00,0.00,0.00
PENPK0009,EngageON CitrusFrsh PktPerf18ml-NC_PENPK0009,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PENPK0011,EngageON ClascWoody PktPerf18ml-NC_PENPK0011,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PENPK0013,EngageON CoolAqua PktPerf18ml-NC_PENPK0013,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PENPK0010,EngageON CoolMarine PktPerf18ml-NC_PENPK0010,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PENPK0012,EngageON FloralFrsh PktPerf18ml-NC_PENPK0012,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PENPK0123,EngageON Woman Ltd Edn RB Pkt 18ml_PENPK0123,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PENPK0042,Engage ON+ Assorted Pack Flip 18ml_PENPK0042,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PENPK0049,Engage ON Man Assorted 18.4ml_PENPK0049,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PENPK0035,EngMenMV18ml with additional 0.4ml_PENPK0035,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PENPK0141,Engage ON Man Assorted 17ml_PENPK0141,0.000000 L,15.810000 L,0.000000 1,0.00,L,0.00,37927.10,0.00,15.81,0.00,37927.10,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,31.000000 CFC,930.000000 PAC,31.00,930.00,0.00,0.00
PENPK0112,Engage ON Man Assorted 17ml_PENPK0112,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PENPK0161,Engage ON Man Assorted 17ml_PENPK0161,3.264000 L,24.480000 L,7.654080 1,3.26,L,0.00,61288.03,3.26,24.48,8171.74,61288.03,0.00,0.00,0.00,0.00,6.400000 CFC,192.000000 PAC,48.000000 CFC,1440.000000 PAC,48.00,1440.00,0.00,0.00
PENPK0014,EngageON SweetBlosm PktPerf18ml-NC_PENPK0014,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PENPK0036,EngWomMV18ml with additional 0.8ml_PENPK0036,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PENPK0050,Engage ON Woman Assorted 18.8ml_PENPK0050,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PENPK0162,Engage ON Woman Assorted 17ml_PENPK0162,2.244000 L,20.910000 L,5.477604 1,2.24,L,0.00,49789.55,2.24,20.91,5343.27,49789.55,0.00,0.00,0.00,0.00,4.400000 CFC,132.000000 PAC,41.000000 CFC,1230.000000 PAC,41.00,1230.00,0.00,0.00
PENPK0113,Engage ON Woman Assorted 17ml_PENPK0113,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PENPK0142,Engage ON Woman Assorted 17ml_PENPK0142,0.017000 L,18.360000 L,0.040664 1,0.02,L,0.00,44044.38,0.00,18.36,0.00,44044.38,0.00,0.00,0.02,40.78,0.033333 CFC,1.000000 PAC,36.000000 CFC,1080.000000 PAC,36.00,1080.00,0.00,0.00
PENPK0149,Eng ON Man Dual Assorted 28ml_PENPK0149,0.672000 L,14.112000 L,1.356096 1,0.67,L,0.00,30831.11,0.67,14.11,1468.15,30831.11,0.00,0.00,0.00,0.00,1.000000 CFC,24.000000 PAC,21.000000 CFC,504.000000 PAC,21.00,504.00,0.00,0.00
PENPK0083,Eng ON Man Dual Assorted 28ml_PENPK0083,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PENPK0084,Eng ON Woman Dual Assorted 28ml_PENPK0084,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PENPK0150,Eng ON Woman Dual Assorted 28ml_PENPK0150,0.168000 L,10.080000 L,0.339024 1,0.17,L,0.00,21791.62,0.17,10.08,363.19,21791.62,0.00,0.00,0.00,0.00,0.250000 CFC,6.000000 PAC,15.000000 CFC,360.000000 PAC,15.00,360.00,0.00,0.00
PENPS0073,EngON ManAssorted PerfSpray 100ml_PENPS0073,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PENPS0079,EngON ManAssorted PerfSpray 100ml_PENPS0079,1.200000 L,76.800000 L,1.699200 1,1.20,L,0.00,62640.91,1.00,76.80,815.64,62640.91,0.00,0.00,0.20,163.13,1.000000 CFC,12.000000 PAC,64.000000 CFC,768.000000 PAC,64.00,768.00,0.00,0.00
PENPS0080,EngON WomanAssorted PerfSpray100ml_PENPS0080,1.700000 L,73.200000 L,2.295000 1,1.70,L,0.00,62517.92,1.60,73.20,1366.51,62517.92,0.00,0.00,0.10,85.41,1.416667 CFC,17.000000 PAC,61.000000 CFC,732.000000 PAC,61.00,732.00,0.00,0.00
PENPS0074,EngON WomanAssorted PerfSpray100ml_PENPS0074,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PENDO0437,Engage Mini Deo Men 50ml Assorted_PENDO0437,5.500000 L,9.600000 L,7.106000 1,5.50,L,0.00,7707.13,5.05,9.60,4054.27,7707.13,0.00,0.00,0.45,361.27,1.145833 CFC,110.000000 PAC,2.000000 CFC,192.000000 PAC,2.00,192.00,0.00,0.00
PENDO0359,Engage Men Deo Assorted Pack 50ml_PENDO0359,0.250000 L,62.400000 L,0.307750 1,0.25,L,0.00,53293.97,0.25,62.40,213.52,53293.97,0.00,0.00,0.00,0.00,0.052083 CFC,5.000000 PAC,13.000000 CFC,1248.000000 PAC,13.00,1248.00,0.00,0.00
PENDO0360,Engage WomenDeo Assorted Pack 50ml_PENDO0360,5.100000 L,48.000000 L,6.278100 1,5.10,L,0.00,38535.66,5.10,48.00,4094.41,38535.66,0.00,0.00,0.00,0.00,1.062500 CFC,102.000000 PAC,10.000000 CFC,960.000000 PAC,10.00,960.00,0.00,0.00
PENPS0026,Engage Eau De Parfum Femme 90ml_PENPS0026,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PENPS0087,Engage Eau De Parfum Femme 90ml_PENPS0087,0.540000 L,0.000000 L,2.341980 1,0.54,L,0.00,0.00,0.54,0.00,2035.01,0.00,0.00,0.00,0.00,0.00,1.000000 CFC,6.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PENPS0086,Engage Eau De Parfum Homme 90ml_PENPS0086,0.360000 L,0.000000 L,1.580040 1,0.36,L,0.00,0.00,0.36,0.00,1356.67,0.00,0.00,0.00,0.00,0.00,0.666667 CFC,4.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PENPS0225,Engage EDP TravelPack Asorted 25ml_PENPS0225,0.575000 L,2.400000 L,3.337875 1,0.58,L,0.00,12674.75,0.58,2.40,3036.66,12674.75,0.00,0.00,0.00,0.00,2.875000 CFC,23.000000 PAC,12.000000 CFC,96.000000 PAC,12.00,96.00,0.00,0.00
PENPS0239,Engage EDP TP Amber Hues 25ml_PENPS0239,0.125000 L,0.200000 L,0.750000 1,0.13,L,0.00,1134.20,0.13,0.20,708.88,1134.20,0.00,0.00,0.00,0.00,0.625000 CFC,5.000000 PAC,1.000000 CFC,8.000000 PAC,1.00,8.00,0.00,0.00
PENPS0240,Engage EDP TP Indigo Skies 25ml_PENPS0240,0.125000 L,0.200000 L,0.750000 1,0.13,L,0.00,1134.20,0.13,0.20,708.88,1134.20,0.00,0.00,0.00,0.00,0.625000 CFC,5.000000 PAC,1.000000 CFC,8.000000 PAC,1.00,8.00,0.00,0.00
PENPS0252,Engage MiniEDP WinCartonMen 25mlx4_PENPS0252,1.200000 L,1.200000 L,8.000400 1,1.20,L,0.00,7740.39,1.20,1.20,7740.39,7740.39,0.00,0.00,0.00,0.00,1.000000 CFC,12.000000 PAC,1.000000 CFC,12.000000 PAC,1.00,12.00,0.00,0.00
PENPS0253,Engage MiniEDP WinCartonWmn 25mlx4_PENPS0253,2.400000 L,2.400000 L,13.999200 1,2.40,L,0.00,15480.79,2.40,2.40,15480.79,15480.79,0.00,0.00,0.00,0.00,2.000000 CFC,24.000000 PAC,2.000000 CFC,24.000000 PAC,2.00,24.00,0.00,0.00
PENPS0241,Engage EDP TP Verona 25ml_PENPS0241,0.150000 L,0.200000 L,0.840000 1,0.15,L,0.00,1134.20,0.15,0.20,850.65,1134.20,0.00,0.00,0.00,0.00,0.750000 CFC,6.000000 PAC,1.000000 CFC,8.000000 PAC,1.00,8.00,0.00,0.00
PENPS0144,Engage EDP Yang 90ml + 3ml Vial_PENPS0144,0.186000 L,0.279000 L,0.790686 1,0.19,L,0.00,1070.52,0.19,0.28,713.68,1070.52,0.00,0.00,0.00,0.00,0.333333 CFC,2.000000 PAC,0.500000 CFC,3.000000 PAC,0.50,3.00,0.00,0.00
PENPS0024,Engage Eau De Parfum Yang 90ml_PENPS0024,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PENPS0085,Engage Eau De Parfum Yin 90ml_PENPS0085,0.090000 L,0.270000 L,0.394020 1,0.09,L,0.00,1070.52,0.09,0.27,356.84,1070.52,0.00,0.00,0.00,0.00,0.166667 CFC,1.000000 PAC,0.500000 CFC,3.000000 PAC,0.50,3.00,0.00,0.00
PENPS0023,Engage Eau De Parfum Yin 90ml_PENPS0023,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PNMFC0085,NimyleHerbal 975mlX2+SavSDS 170gFr_PNMFC0085,3.900000 L,15.600000 L,4.898400 1,3.90,L,0.00,1989.63,3.90,15.60,497.41,1989.63,0.00,0.00,0.00,0.00,0.250000 CFC,2.000000 PAC,1.000000 CFC,8.000000 PAC,1.00,8.00,0.00,0.00
PNMFC0069,Nimyle Floor Cleaner Herbal 975ml_PNMFC0069,0.000000 L,253.500000 L,0.000000 1,0.00,L,0.00,32331.45,0.00,253.50,0.00,32331.45,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,13.000000 CFC,260.000000 PAC,13.00,260.00,0.00,0.00
PNMFC0036,Nimyle FloorCleaner Herbal 1ltr-S_PNMFC0036,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PNMFC0062,Nimyle FC Herbal 1ltr_PNMFC0062,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PNMFC0063,Nimyle FC Herbal 200ml_PNMFC0063,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PNMFC0052,Nimyle FC Herbal 200ml_PNMFC0052,0.200000 L,0.000000 L,0.226400 1,0.20,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,23.61,0.013889 CFC,1.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PNMFC0073,Nimyle FC Herbal 200ml_PNMFC0073,4.800000 L,172.800000 L,5.683200 1,4.80,L,0.00,24687.45,4.80,172.80,685.76,24687.45,0.00,0.00,0.00,0.00,0.333333 CFC,24.000000 PAC,12.000000 CFC,864.000000 PAC,12.00,864.00,0.00,0.00
PNMFC0072,Nimyle FC Herbal 500ml_PNMFC0072,5.500000 L,486.000000 L,6.352500 1,5.50,L,0.00,62865.86,5.50,486.00,711.44,62865.86,0.00,0.00,0.00,0.00,0.305556 CFC,11.000000 PAC,27.000000 CFC,972.000000 PAC,27.00,972.00,0.00,0.00
PNMFC0064,S8032 Nimyle FC Herbal 475ml_PNMFC0064,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PNMFC0035,Nimyle FloorCleaner Herbal475ml-NP_PNMFC0035,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PNMFC0117,NimyleFC Herbal 500ml+MangaldeepFr_PNMFC0117,18.000000 L,72.000000 L,23.580000 1,18.00,L,0.00,9211.65,18.00,72.00,2302.91,9211.65,0.00,0.00,0.00,0.00,1.000000 CFC,36.000000 PAC,4.000000 CFC,144.000000 PAC,4.00,144.00,0.00,0.00
PNMFC0107,Nimyle FC Herbal 890ml Mod Btl_PNMFC0107,34.710000 L,320.400000 L,38.215710 1,34.71,L,0.00,37498.87,34.71,320.40,4062.38,37498.87,0.00,0.00,0.00,0.00,1.950000 CFC,39.000000 PAC,18.000000 CFC,360.000000 PAC,18.00,360.00,0.00,0.00
PNMFC0071,Nimyle FC Lemongrass 500ml_PNMFC0071,12.500000 L,342.000000 L,14.100000 1,12.50,L,0.00,44238.85,12.50,342.00,1616.92,44238.85,0.00,0.00,0.00,0.00,0.694444 CFC,25.000000 PAC,19.000000 CFC,684.000000 PAC,19.00,684.00,0.00,0.00
PNMFC0108,Nimyle FC Lemongrass 890ml Mod Btl_PNMFC0108,68.200000 L,213.600000 L,75.088200 1,68.20,L,0.00,24999.25,68.20,213.60,7981.97,24999.25,0.00,0.00,0.00,0.00,3.831461 CFC,76.629213 PAC,12.000000 CFC,240.000000 PAC,12.00,240.00,0.00,0.00
PNMFC0070,Nimyle FC Lemongrass 975ml_PNMFC0070,9.750000 L,273.000000 L,10.851750 1,9.75,L,0.00,41002.42,9.75,273.00,1464.37,41002.42,0.00,0.00,0.00,0.00,0.500000 CFC,10.000000 PAC,14.000000 CFC,280.000000 PAC,14.00,280.00,0.00,0.00
PFDFW0015,FDW Aqua Pulse FW 20Gm_PFDFW0015,0.640000 KG,0.000000 KG,1.139200 1,0.64,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.64,991.48,0.444444 CFC,32.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PFDFW0049,FDW Men Clear Skin FW 50Gms_PFDFW0049,0.550000 KG,0.000000 KG,0.944350 1,0.55,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.55,781.73,0.687500 CFC,11.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PVVFW0013,Vivel AE3in1 Facewash 20ml+6mlfree_PVVFW0013,0.676000 L,0.000000 L,1.250600 1,0.68,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.68,598.75,1.083333 CFC,26.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PVVFW0009,Vivel AE3in1 Facewash 50ML_PVVFW0009,0.650000 L,0.000000 L,1.189500 1,0.65,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.65,654.53,0.541667 CFC,13.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PVVFW0001,Vivel AEP Facewash 50ML_PVVFW0001,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PVVFW0031,Vivel Aloe Vera 3in1 FW 50ml_PVVFW0031,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PVVFW0006,Vivel 50 ML FW Combo Dispenser_PVVFW0006,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FA6011,GUMON CNTRFLL MINT PJ 340G IJ PR_FA6011,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FA6011A,GUMON CNTRFLL MINT PJ 340G_FA6011A,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FA6011B,GUMON CENTERFILL MINT 510G PJ_FA6011B,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FA6021,GUMON CENTERFILL STRAWBERRY 510GPJ_FA6021,0.000000 KG,0.000000 KG,0.000000 1,0.00,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PSVHS0022,Savlon Active Sanitizer Gel 100ml_PSVHS0022,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PSVHS0039,Savlon Clear Sanitizer Gel 100ml_PSVHS0039,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
