THOOMPUMKAL TRADERS
PUTHENCAVU P O             CHENGANNUR 689123 ALAPPUZHA DIST.
Stock Ledger - Item
Date:,31/12/2024
Show:,All Items
Stock Valuation:,PTS
Item Code:,All Item Code
Item Code,Item Name,Total On Hand Qty,Total SIT Qty,Conversion Unit,Reporting UOM,UOM Description,Total On Hand Value,Total SIT Value,Saleable Stock,Saleable SIT Qty,Saleable Value,Saleable SIT Value,Free OnHand Qty,Free SIT Qty,Damages Qty,Damages Value,Total On Hand Qty_UOM1,Total On Hand Qty_UOM2,Total SIT Qty_UOM1,Total SIT Qty_UOM2,Saleable SIT Qty_UOM1,Saleable SIT Qty_UOM2,Free SIT Qty_UOM1,Free SIT Qty_UOM2
PSVHS0051,Savlon Hand Sanitizer Gel 100ml_PSVHS0051,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PSVHS0059,Savlon Hand Sanitizer Gel 50ml_PSVHS0059,0.600000 L,28.800000 L,0.874800 1,0.60,L,0.00,10232.59,0.00,28.80,0.00,10232.59,0.00,0.00,0.60,213.18,0.250000 CFC,12.000000 PAC,12.000000 CFC,576.000000 PAC,12.00,576.00,0.00,0.00
PSVHS0001,Savlon Gel Hand Sanitizer 55ml_PSVHS0001,0.000000 L,2.640000 L,0.000000 1,0.00,L,0.00,920.92,0.00,2.64,0.00,920.92,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,1.000000 CFC,48.000000 PAC,1.00,48.00,0.00,0.00
PSVHS0035,S1534 Savlon Fresh Sanitizer Lqd 100ml_PSVHS0035,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PSVHS0037,Savlon Fresh SanitizerLqd 100ml-NC_PSVHS0037,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PSVHS0030,Savlon Fresh Sanitizer Lqd 500ml_PSVHS0030,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PSVHS0034,Savlon Hexapro Sanitizer Lqd 500ml_PSVHS0034,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PFDHW0005,Fiama Hand Wash Fresh 350ml Pouch_PFDHW0005,5.250000 L,112.000000 L,5.811750 1,5.25,L,0.00,18000.21,5.25,112.00,843.76,18000.21,0.00,0.00,0.00,0.00,0.750000 CFC,15.000000 PAC,16.000000 CFC,320.000000 PAC,16.00,320.00,0.00,0.00
PFDHW0002,Fiama Hand Wash Fresh 400ml_PFDHW0002,0.000000 L,7.200000 L,0.000000 1,0.00,L,0.00,1918.61,0.00,7.20,0.00,1918.61,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,3.000000 CFC,18.000000 PAC,3.00,18.00,0.00,0.00
PFDHW0030,Fiama Hand Wash Fresh 400ml-NG_PFDHW0030,2.400000 L,98.400000 L,3.069600 1,2.40,L,0.00,27968.89,2.40,98.40,682.17,27968.89,0.00,0.00,0.00,0.00,1.000000 CFC,6.000000 PAC,41.000000 CFC,246.000000 PAC,41.00,246.00,0.00,0.00
PFDHW0004,Fiama Hand Wash Happy 350ml Pouch_PFDHW0004,7.350000 L,70.000000 L,8.136450 1,7.35,L,0.00,11250.13,7.35,70.00,1181.26,11250.13,0.00,0.00,0.00,0.00,1.050000 CFC,21.000000 PAC,10.000000 CFC,200.000000 PAC,10.00,200.00,0.00,0.00
PFDHW0029,Fiama Hand Wash Happy 400ml-NG_PFDHW0029,0.400000 L,117.600000 L,0.515200 1,0.40,L,0.00,35001.29,0.40,117.60,119.05,35001.29,0.00,0.00,0.00,0.00,0.166667 CFC,1.000000 PAC,49.000000 CFC,294.000000 PAC,49.00,294.00,0.00,0.00
PFDHW0001,Fiama Hand Wash Happy 400ml_PFDHW0001,0.000000 L,7.200000 L,0.000000 1,0.00,L,0.00,1918.61,0.00,7.20,0.00,1918.61,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,3.000000 CFC,18.000000 PAC,3.00,18.00,0.00,0.00
PFDHW0037,Fiama Hand Wash MV CFC 220ml_PFDHW0037,1.980000 L,261.360000 L,2.910600 1,1.98,L,0.00,82698.05,0.00,261.36,0.00,82698.05,0.00,0.00,1.98,626.50,0.750000 CFC,9.000000 PAC,99.000000 CFC,1188.000000 PAC,99.00,1188.00,0.00,0.00
PFDHW0006,Fiama Hand Wash Relax 350ml Pouch_PFDHW0006,4.200000 L,112.000000 L,4.649400 1,4.20,L,0.00,19047.84,4.20,112.00,714.29,19047.84,0.00,0.00,0.00,0.00,0.600000 CFC,12.000000 PAC,16.000000 CFC,320.000000 PAC,16.00,320.00,0.00,0.00
PFDHW0003,Fiama Hand Wash Relax 400ml_PFDHW0003,0.000000 L,4.800000 L,0.000000 1,0.00,L,0.00,1279.07,0.00,4.80,0.00,1279.07,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,2.000000 CFC,12.000000 PAC,2.00,12.00,0.00,0.00
PFDHW0031,Fiama Hand Wash Relax 400ml-NG_PFDHW0031,2.400000 L,120.000000 L,3.050400 1,2.40,L,0.00,34108.40,2.40,120.00,682.17,34108.40,0.00,0.00,0.00,0.00,1.000000 CFC,6.000000 PAC,50.000000 CFC,300.000000 PAC,50.00,300.00,0.00,0.00
PSVHW0174,Savlon Deep Clean 175ml Pch-POP_PSVHW0174,0.000000 L,31.500000 L,0.000000 1,0.00,L,0.00,4604.43,0.00,31.50,0.00,4604.43,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,5.000000 CFC,180.000000 PAC,5.00,180.00,0.00,0.00
PSVHW0368,Savlon Handwash DC Pch 175mlx2_PSVHW0368,5.950000 L,42.000000 L,7.467250 1,5.95,L,0.00,5719.17,5.95,42.00,810.22,5719.17,0.00,0.00,0.00,0.00,0.708333 CFC,17.000000 PAC,5.000000 CFC,120.000000 PAC,5.00,120.00,0.00,0.00
PSVHW0282,Savlon Handwash DC Pch 175mlx3_PSVHW0282,0.000000 L,25.200000 L,0.000000 1,0.00,L,0.00,3376.70,0.00,25.20,0.00,3376.70,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,4.000000 CFC,48.000000 PAC,4.00,48.00,0.00,0.00
PSVHW0177,Savlon Deep Clean 200ml-POP_PSVHW0177,0.400000 L,4.800000 L,0.546000 1,0.40,L,0.00,1176.76,0.00,4.80,0.00,1176.76,0.00,0.00,0.40,98.06,0.083333 CFC,2.000000 PAC,1.000000 CFC,24.000000 PAC,1.00,24.00,0.00,0.00
PSVHW0359,Savlon HW DC 675ml+675ml-GT_PSVHW0359,36.450000 L,324.000000 L,42.318450 1,36.45,L,0.00,30882.21,36.45,324.00,3474.25,30882.21,0.00,0.00,0.00,0.00,2.700000 CFC,27.000000 PAC,24.000000 CFC,240.000000 PAC,24.00,240.00,0.00,0.00
PSVHW0328,Savlon HW DC 725mlX2+SDS 170g Free_PSVHW0328,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PSVHW0350,Savlon Handwash DC 675ml Pouch_PSVHW0350,8.100000 L,607.500000 L,9.460800 1,8.10,L,0.00,64307.58,3.38,607.50,357.26,64307.58,0.00,0.00,4.73,500.17,0.600000 CFC,12.000000 PAC,45.000000 CFC,900.000000 PAC,45.00,900.00,0.00,0.00
PSVHW0221,Savlon Deep Clean 725ml Pch-POP_PSVHW0221,0.000000 L,14.500000 L,0.000000 1,0.00,L,0.00,1406.91,0.00,14.50,0.00,1406.91,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,1.000000 CFC,20.000000 PAC,1.00,20.00,0.00,0.00
PSVHW0116,Savlon Deep Clean 175mlx2+1Free_PSVHW0116,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PSVHW0128,Savlon DeepClean185x2+1+(2x10ml)Fr_PSVHW0128,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PSVHW0273,Savlon HW DC 200ml+175ml Combo-N_PSVHW0273,4.000000 L,24.000000 L,9.876000 1,4.00,L,0.00,8088.30,4.00,24.00,1348.05,8088.30,0.00,0.00,0.00,0.00,0.833333 CFC,20.000000 PAC,5.000000 CFC,120.000000 PAC,5.00,120.00,0.00,0.00
PSVHW0175,Savlon HS 175ml Pch-POP_PSVHW0175,0.000000 L,18.900000 L,0.000000 1,0.00,L,0.00,2762.66,0.00,18.90,0.00,2762.66,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,3.000000 CFC,108.000000 PAC,3.00,108.00,0.00,0.00
PSVHW0366,Savlon Handwash HS Pch 175mlx2_PSVHW0366,4.900000 L,42.000000 L,6.095600 1,4.90,L,0.00,5719.17,4.90,42.00,667.24,5719.17,0.00,0.00,0.00,0.00,0.583333 CFC,14.000000 PAC,5.000000 CFC,120.000000 PAC,5.00,120.00,0.00,0.00
PSVHW0283,Savlon Handwash HS Pch 175mlx3_PSVHW0283,0.000000 L,25.200000 L,0.000000 1,0.00,L,0.00,3376.70,0.00,25.20,0.00,3376.70,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,4.000000 CFC,48.000000 PAC,4.00,48.00,0.00,0.00
PSVHW0117,Savlon Herb Sen 175mlx2+1Free_PSVHW0117,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PSVHW0178,Savlon HS 200ml-POP_PSVHW0178,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PSVHW0363,Savlon HW HS 200mlX2 Pump Promo_PSVHW0363,0.400000 L,297.600000 L,0.546000 1,0.40,L,0.00,50147.45,0.00,297.60,0.00,50147.45,0.00,0.00,0.40,67.40,0.083333 CFC,1.000000 PAC,62.000000 CFC,744.000000 PAC,62.00,744.00,0.00,0.00
PSVHW0274,Savlon HW HS 200ml+175ml Combo-N_PSVHW0274,6.000000 L,48.000000 L,14.814000 1,6.00,L,0.00,16353.39,6.00,48.00,2044.17,16353.39,0.00,0.00,0.00,0.00,1.250000 CFC,30.000000 PAC,10.000000 CFC,240.000000 PAC,10.00,240.00,0.00,0.00
PSVHW0075,Savlon HS 200ml+185ml Combo24-NC_PSVHW0075,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PSVHW0167,Savlon Herbal Sensitive 500ml BT_PSVHW0167,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PSVHW0307,Savlon Handwash HS Bottle 460ml_PSVHW0307,1.380000 L,16.560000 L,1.770540 1,1.38,L,0.00,3197.75,1.38,16.56,266.48,3197.75,0.00,0.00,0.00,0.00,0.166667 CFC,3.000000 PAC,2.000000 CFC,36.000000 PAC,2.00,36.00,0.00,0.00
PSVHW0361,Savlon HW HS 675ml+675ml-GT_PSVHW0361,36.450000 L,283.500000 L,39.147300 1,36.45,L,0.00,27021.93,36.45,283.50,3474.25,27021.93,0.00,0.00,0.00,0.00,2.700000 CFC,27.000000 PAC,21.000000 CFC,210.000000 PAC,21.00,210.00,0.00,0.00
PSVHW0329,Savlon HW HS 725mlX2+SDS 170g Free_PSVHW0329,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PSVHW0351,Savlon Handwash HS 675ml Pouch_PSVHW0351,13.500000 L,621.000000 L,15.714000 1,13.50,L,0.00,65736.64,13.50,621.00,1429.06,65736.64,0.00,0.00,0.00,0.00,1.000000 CFC,20.000000 PAC,46.000000 CFC,920.000000 PAC,46.00,920.00,0.00,0.00
PSVHW0287,Savlon Handwash HS 725ml Pch POP_PSVHW0287,0.000000 L,29.000000 L,0.000000 1,0.00,L,0.00,2813.81,0.00,29.00,0.00,2813.81,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,2.000000 CFC,40.000000 PAC,2.00,40.00,0.00,0.00
PSVHW0108,Savlon Herb Sen 750ml Pch POP-NC_PSVHW0108,1.500000 L,0.000000 L,1.731000 1,1.50,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,140.70,0.100000 CFC,2.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
NFR744S,Savlon Moist Shld 10ml TF-W NFR_NFR744S,1.440000 L,0.000000 L,3.245760 1,1.44,L,0.00,0.00,1.44,0.00,0.01,0.00,0.00,0.00,0.00,0.00,1.000000 CFC,144.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PSVHW0176,Savlon MS 175ml Pch-POP_PSVHW0176,0.350000 L,25.200000 L,0.424900 1,0.35,L,0.00,3683.54,0.00,25.20,0.00,3683.54,0.00,0.00,0.35,51.16,0.055556 CFC,2.000000 PAC,4.000000 CFC,144.000000 PAC,4.00,144.00,0.00,0.00
PSVHW0367,Savlon Handwash MS Pch 175mlx2_PSVHW0367,0.000000 L,8.400000 L,0.000000 1,0.00,L,0.00,1212.59,0.00,8.40,0.00,1212.59,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,1.000000 CFC,24.000000 PAC,1.00,24.00,0.00,0.00
PSVHW0284,Savlon Handwash MS Pch 175mlx3_PSVHW0284,2.625000 L,12.600000 L,3.186750 1,2.63,L,0.00,1688.35,2.63,12.60,351.74,1688.35,0.00,0.00,0.00,0.00,0.416667 CFC,5.000000 PAC,2.000000 CFC,24.000000 PAC,2.00,24.00,0.00,0.00
PSVHW0118,Savlon Moisture Shield 175mlx2+1Fr_PSVHW0118,0.000000 L,12.600000 L,0.000000 1,0.00,L,0.00,1688.35,0.00,12.60,0.00,1688.35,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,2.000000 CFC,24.000000 PAC,2.00,24.00,0.00,0.00
PSVHW0179,Savlon MS 200ml-POP_PSVHW0179,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PSVHW0364,Savlon HW MS 200mlX2 Pump Promo_PSVHW0364,1.600000 L,240.000000 L,2.180800 1,1.60,L,0.00,40441.49,1.60,240.00,269.61,40441.49,0.00,0.00,0.00,0.00,0.333333 CFC,4.000000 PAC,50.000000 CFC,600.000000 PAC,50.00,600.00,0.00,0.00
PSVHW0268,Savlon HW MS 200ml+175ml Combo-N_PSVHW0268,7.400000 L,48.000000 L,18.381600 1,7.40,L,0.00,17679.36,5.60,48.00,2062.59,17679.36,0.00,0.00,1.80,662.98,1.541667 CFC,37.000000 PAC,10.000000 CFC,240.000000 PAC,10.00,240.00,0.00,0.00
PSVHW0076,Savlon MS 200ml+185ml Combo24-NC_PSVHW0076,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PSVHW0168,Savlon Moisture Shield 500ml BT_PSVHW0168,2.500000 L,0.000000 L,3.130000 1,2.50,L,0.00,0.00,2.50,0.00,410.25,0.00,0.00,0.00,0.00,0.00,0.277778 CFC,5.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PSVHW0360,Savlon HW MS 675ml+675ml-GT_PSVHW0360,37.800000 L,351.000000 L,43.848000 1,37.80,L,0.00,33455.73,37.80,351.00,3602.92,33455.73,0.00,0.00,0.00,0.00,2.800000 CFC,28.000000 PAC,26.000000 CFC,260.000000 PAC,26.00,260.00,0.00,0.00
PSVHW0330,Savlon HW MS 725mlX2+SDS 170g Free_PSVHW0330,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PSVHW0340,Savlon HW MS 725mlX2+CDS 230ml Fre_PSVHW0340,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PSVHW0345,Savlon HW MS 725mlX2+LDL 500mlFree_PSVHW0345,0.000000 L,11.600000 L,0.000000 1,0.00,L,0.00,1125.52,0.00,11.60,0.00,1125.52,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,1.000000 CFC,8.000000 PAC,1.00,8.00,0.00,0.00
PSVHW0280,Savlon Moisture Shield 80ml CB-NC_PSVHW0280,3.760000 L,53.760000 L,5.519680 1,3.76,L,0.00,11562.77,3.76,53.76,808.71,11562.77,0.00,0.00,0.00,0.00,0.489583 CFC,47.000000 PAC,7.000000 CFC,672.000000 PAC,7.00,672.00,0.00,0.00
PSVHW0152,Savlon Moisture Shield 80ml CB-NC_PSVHW0152,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PSVHW0089,Savlon Moisture Shield 80ml-CB POP_PSVHW0089,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PSVHW0392,SavlonHandwash MS 80ml+175ml Combo_PSVHW0392,3.315000 L,18.360000 L,4.355910 1,3.32,L,0.00,2428.22,0.51,18.36,67.45,2428.22,0.00,0.00,2.81,370.98,0.361111 CFC,13.000000 PAC,2.000000 CFC,72.000000 PAC,2.00,72.00,0.00,0.00
PSVHW0288,Savlon Handwash MS 725ml Pch POP_PSVHW0288,0.000000 L,29.000000 L,0.000000 1,0.00,L,0.00,2813.81,0.00,29.00,0.00,2813.81,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,2.000000 CFC,40.000000 PAC,2.00,40.00,0.00,0.00
PSVHW0352,Savlon Handwash MS 675ml Pouch_PSVHW0352,14.850000 L,715.500000 L,16.958700 1,14.85,L,0.00,75740.04,12.83,715.50,1357.60,75740.04,0.00,0.00,2.03,214.36,1.100000 CFC,22.000000 PAC,53.000000 CFC,1060.000000 PAC,53.00,1060.00,0.00,0.00
PSVHW0109,Savlon Moist Shld 750ml Pch POP-NC_PSVHW0109,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PSVHW0260,Savlon Handwash MS Pichkiao 70ml_PSVHW0260,0.000000 L,13.440000 L,0.000000 1,0.00,L,0.00,2378.60,0.00,13.44,0.00,2378.60,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,4.000000 CFC,192.000000 PAC,4.00,192.00,0.00,0.00
PSVHW0277,Savlon Powder Handwash 9g_PSVHW0277,9.180000 KG,0.000000 KG,18.773100 1,9.18,KG,0.00,0.00,9.18,0.00,7248.03,0.00,0.00,0.00,0.00,0.00,7.083333 CFC,1020.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PSVHW0281,Savlon Powder Handwash 9g+Bottle_PSVHW0281,0.027000 KG,0.000000 KG,0.289386 1,0.03,KG,0.00,0.00,0.03,0.00,95.93,0.00,0.00,0.00,0.00,0.00,0.062500 CFC,3.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
PSVHW0298,Savlon Powder HW 8.2g EL+Bottle_PSVHW0298,0.385400 KG,0.000000 KG,4.136113 1,0.39,KG,0.00,0.00,0.39,0.00,1502.90,0.00,0.00,0.00,0.00,0.00,0.940000 CFC,47.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FJ0235101,BNATURAL NCT NAGPURI SANTRA 300ML_FJ0235101,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FJ0226101,BNATURAL NCT RATNAGIRI ALPHONSO300_FJ0226101,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FJ0230201,BNATURAL NCT DAKSHINPINKGUAVA750ML_FJ0230201,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FJ0223201,BNATURAL NCT HIMALAYAN MXFRT750ML_FJ0223201,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FJ0235201,BNATURAL NCT NAGPURI SANTRA 750ML_FJ0235201,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FJ0226201,BNATURAL NCT RATNAGIRI ALPHONSO750_FJ0226201,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FJ0229201,BNATURAL NCT SHAHI LITCHI 750ML_FJ0229201,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FJ0299307,BNATURAL ASSORT PLASTICBX 2x1000ML_FJ0299307,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FJ0299113A,BNATURAL ASSORTED 180X30_FJ0299113A,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FJ0103101,BNATURAL JU JAMUN JOY 200ML_FJ0103101,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FJ0101105,BNATURAL NECTAR APPLE AWE 200ML_FJ0101105,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FJ0101105T,BNATURAL NCT APPLE 200ML TOY PR_FJ0101105T,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FJ0101107,BNATURAL NCT APPLE AWE 200ML_FJ0101107,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FJ0101113PN,BNATURAL NCT APPLE 180ML PS_FJ0101113PN,3.240000 L,205.200000 L,3.240000 1,3.24,L,0.00,15283.03,0.00,205.20,0.00,15283.03,0.00,0.00,3.24,241.31,0.600000 CFC,18.000000 PAC,38.000000 CFC,1140.000000 PAC,38.00,1140.00,0.00,0.00
FJ0101113PS,BNATURAL NCT APPLE 180ML PS_FJ0101113PS,0.000000 L,5.400000 L,0.000000 1,0.00,L,0.00,437.15,0.00,5.40,0.00,437.15,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,1.000000 CFC,30.000000 PAC,1.00,30.00,0.00,0.00
FJ0101106,BNATURAL NECTAR APPLE AWE 180ML_FJ0101106,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FJ0101106PS,BNATURAL NECTAR APPLE AWE 180ML PS_FJ0101106,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
FJ0212106,BNATURAL NCT LITCHI LUSCIOUS 180ML_FJ0212106,0.000000 L,0.000000 L,0.000000 1,0.00,L,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000000 CFC,0.000000 PAC,0.000000 CFC,0.000000 PAC,0.00,0.00,0.00,0.00
